magnitude,location,time,latitude,longitude
0.86,"7 km NW of The Geysers, CA",2024-10-28 23:29:44,38.8178329467773,-122.821502685547
1.9,"7 km S of Byron, Oklahoma",2024-10-28 23:27:36,36.83316667,-98.28083333
1.15,"2 km NW of Saint Helena, CA",2024-10-28 23:18:40,38.512,-122.486166666667
5.0,"100 km NNE of Isangel, Vanuatu",2024-10-28 23:13:05,-18.6545,169.5019
0.72,"4 km NNW of The Geysers, CA",2024-10-28 23:12:55,38.8033332824707,-122.780334472656
0.35,"2 km NW of Bridge Creek, Oklahoma",2024-10-28 23:09:19,35.2505,-97.75516667
1.7,"126 km S of McCarthy, Alaska",2024-10-28 23:08:36,60.3051,-143.1948
0.79,"Rat Islands, Aleutian Islands, Alaska",2024-10-28 23:04:32,51.9668333333333,178.486
0.64,"10 km SW of Idyllwild, CA",2024-10-28 22:55:16,33.6755,-116.7918333
2.15,"9 km ENE of Rutledge, Tennessee",2024-10-28 22:53:58,36.3086666666667,-83.411
0.48,"67 km WNW of Tyonek, Alaska",2024-10-28 22:50:41,61.3038333333333,-152.297166666667
1.25,"26 km WNW of Klamath Falls, Oregon",2024-10-28 22:36:41,42.35516666666667,-122.05383333333333
0.77,"6 km NNW of The Geysers, CA",2024-10-28 22:35:59,38.8235015869141,-122.801330566406
4.0,"47 km SE of La Tirana, Chile",2024-10-28 22:35:40,-20.5856,-69.2861
0.78,"5 km NW of The Geysers, CA",2024-10-28 22:34:54,38.7963333129883,-122.812164306641
0.24,"71 km WNW of Beluga, Alaska",2024-10-28 22:31:53,61.3568333333333,-152.335166666667
0.87,"10 km W of Akutan, Alaska",2024-10-28 22:29:23,54.1345,-165.9345
2.02,"4 km SSW of Pāhala, Hawaii",2024-10-28 22:28:58,19.1596666666667,-155.489333333333
-0.44,"66 km WNW of Beluga, Alaska",2024-10-28 22:28:03,61.3098333333333,-152.264833333333
1.89999998,"10 km ENE of Pāhala, Hawaii",2024-10-28 22:26:04,19.2531661987305,-155.389007568359
0.98,"12 km NE of Little Lake, CA",2024-10-28 21:48:46,36.0091667,-117.8133333
1.71,"26 km WNW of Klamath Falls, Oregon",2024-10-28 21:46:23,42.34883333333333,-122.0505
2.3599999,"1 km S of Pāhala, Hawaii",2024-10-28 21:40:56,19.1873340606689,-155.481170654297
2.39,"8 km SE of Maria Antonia, Puerto Rico",2024-10-28 21:32:57,17.921,-66.8425
-0.13,"40 km ENE of Adak, Alaska",2024-10-28 21:32:21,52.071,-176.1305
1.5,"54 km S of Whites City, New Mexico",2024-10-28 21:29:06,31.687,-104.352
4.8,"88 km ENE of Masohi, Indonesia",2024-10-28 21:27:10,-2.9538,129.6923
0.78,"7 km NNW of The Geysers, CA",2024-10-28 21:24:42,38.8211669921875,-122.810501098633
1.3,"135 km NW of Yakutat, Alaska",2024-10-28 21:22:25,60.4902,-141.2616
1.09,"7 km WNW of Cobb, CA",2024-10-28 21:22:19,38.8381652832031,-122.798835754395
1.34,"7 km WNW of Cobb, CA",2024-10-28 21:22:05,38.836498260498,-122.799003601074
2.2,"48 km SSE of Whites City, New Mexico",2024-10-28 21:12:18,31.762,-104.222
-0.1,"65 km WNW of Beluga, Alaska",2024-10-28 21:11:39,61.3053333333333,-152.245333333333
0.75,"10 km NW of The Geysers, CA",2024-10-28 21:05:09,38.8278350830078,-122.847999572754
1.05,"6 km WNW of Cobb, CA",2024-10-28 21:03:19,38.8338317871094,-122.790168762207
4.4,"244 km E of Levuka, Fiji",2024-10-28 20:56:02,-18.0871,-178.3777
2.37,"2 km WNW of Tallaboa, Puerto Rico",2024-10-28 20:50:29,18.0066666666667,-66.739
1.66,"10 km NW of The Geysers, CA",2024-10-28 20:47:33,38.8428344726562,-122.841835021973
2.04,"10 km NW of The Geysers, CA",2024-10-28 20:47:26,38.8419990539551,-122.842002868652
0.51,"49 km NNE of Chitina, Alaska",2024-10-28 20:42:21,61.9128333333333,-144.021333333333
1.1,"17 km SSE of Ackerly, Texas",2024-10-28 20:36:21,32.378,-101.663
0.97,"8 km SW of Corona, CA",2024-10-28 20:31:37,33.8303333,-117.6378333
1.1,"1 km W of Gardendale, Texas",2024-10-28 20:29:43,32.023,-102.401
2.13000011,"7 km SSE of Pāhala, Hawaii",2024-10-28 20:12:57,19.1388339996338,-155.461166381836
0.6,"92 km W of Adak, Alaska",2024-10-28 20:02:56,51.8668333333333,-177.975666666667
1.8,"31 km WNW of Anchor Point, Alaska",2024-10-28 20:00:47,59.9073,-152.3343
2.37,"13 km SSE of Kanarraville, Utah",2024-10-28 19:58:28,37.4253333333333,-113.130166666667
2.3,"44 km NW of Rampart, Alaska",2024-10-28 19:51:13,65.8271,-150.7274
0.83,"155 km W of Adak, Alaska",2024-10-28 19:44:52,51.778,-178.8855
1.9,"58 km S of Silver Peak, Nevada",2024-10-28 19:35:49,37.2304,-117.5907
4.6,"55 km S of Reuleuet, Indonesia",2024-10-28 19:35:27,4.7184,96.2377
1.7,"3 km NNE of Knik, Alaska",2024-10-28 19:26:19,61.4913,-149.7073
1.44,"2 km SE of Pāhala, Hawaii",2024-10-28 19:19:09,19.189,-155.4635
1.77999997,"5 km SW of Volcano, Hawaii",2024-10-28 19:15:05,19.4011669158936,-155.265502929688
0.84,"4 km N of Lake View Terrace, CA",2024-10-28 19:10:56,34.3071667,-118.3655
-0.31,"85 km NNW of Karluk, Alaska",2024-10-28 19:07:50,58.2426666666667,-155.1405
1.4,"36 km ENE of McKinney Acres, Texas",2024-10-28 19:05:54,32.416,-102.16
1.73000002,"22 km W of Volcano, Hawaii",2024-10-28 19:04:06,19.4501667022705,-155.451995849609
1.1,"7 km NNW of The Geysers, CA",2024-10-28 19:03:41,38.8236656188965,-122.803497314453
1.7,"6 km NNW of The Geysers, CA",2024-10-28 19:01:34,38.8223342895508,-122.802665710449
2.5,"71 km W of Akhiok, Alaska",2024-10-28 18:48:56,56.8429,-155.338
1.82000005,"15 km S of Fern Forest, Hawaii",2024-10-28 18:48:51,19.3268337249756,-155.138168334961
-0.75,"65 km ENE of Pedro Bay, Alaska",2024-10-28 18:46:58,60.051,-153.0695
1.5,"57 km S of Denali National Park, Alaska",2024-10-28 18:34:19,63.0365,-151.5131
-0.28,"61 km ENE of Port Alsworth, Alaska",2024-10-28 18:20:41,60.3226666666667,-153.2245
1.3,"54 km NW of Toyah, Texas",2024-10-28 18:11:28,31.665,-104.196
1.26,"58 km NNE of King Cove, Alaska",2024-10-28 18:09:30,55.5031666666667,-161.833333333333
1.78,"2 km NW of Kenilworth, Utah",2024-10-28 18:02:29,39.6998333333333,-110.8275
1.6,"54 km NW of Toyah, Texas",2024-10-28 17:44:24,31.671,-104.196
-0.86,"65 km ENE of Pedro Bay, Alaska",2024-10-28 17:43:39,60.0213333333333,-153.037666666667
3.44,"2 km WNW of Tallaboa, Puerto Rico",2024-10-28 17:37:30,17.9991,-66.7378
1.6,"54 km NW of Toyah, Texas",2024-10-28 17:34:58,31.664,-104.19
2.53,"20 km SSW of Antimony, Utah",2024-10-28 17:31:04,37.9546666666667,-112.122333333333
0.29,"6 km WNW of Cobb, CA",2024-10-28 17:29:50,38.8293342590332,-122.794502258301
-0.78,"68 km WNW of Beluga, Alaska",2024-10-28 17:26:48,61.3481666666667,-152.289
1.5,"28 km S of Malaga, New Mexico",2024-10-28 17:19:48,31.973,-104.023
1.3,"21 km NNE of Manley Hot Springs, Alaska",2024-10-28 17:19:41,65.1645,-150.3909
1.1,"14 km SW of Nenana, Alaska",2024-10-28 17:12:26,64.4884,-149.3504
0.99,"12 km SE of Mammoth Lakes, CA",2024-10-28 17:11:14,37.5774993896484,-118.862335205078
1.4,"43 km NE of Susitna North, Alaska",2024-10-28 17:10:39,62.4108,-149.2011
2.4,"10 km NW of Ninilchik, Alaska",2024-10-28 17:08:24,60.1081,-151.8189
0.24,"1 km  of The Geysers, CA",2024-10-28 17:08:00,38.7836666666667,-122.759
1.24,"3 km ESE of La Conner, Washington",2024-10-28 17:03:34,48.382,-122.45433333333334
1.4,"65 km SSW of Whites City, New Mexico",2024-10-28 17:03:24,31.599,-104.532
0.8,"20 km NNW of Sutcliffe, Nevada",2024-10-28 17:00:50,40.1096,-119.7327
-0.6,"66 km WNW of Beluga, Alaska",2024-10-28 17:00:40,61.312,-152.273666666667
2.34,"2 km SW of Tallaboa, Puerto Rico",2024-10-28 16:58:05,17.9803333333333,-66.7275
0.91,"19 km ESE of Mayfield, Utah",2024-10-28 16:57:56,39.0176666666667,-111.525
-0.61,"68 km WNW of Beluga, Alaska",2024-10-28 16:47:21,61.34,-152.283166666667
1.45,"2 km S of Granada Hills, CA",2024-10-28 16:43:54,34.2573333,-118.5036667
2.3,"15 km NE of Jal, New Mexico",2024-10-28 16:41:31,32.2244,-103.0888
2.34,"3 km E of Magas Arriba, Puerto Rico",2024-10-28 16:30:25,18.0155,-66.739
3.66,"120 km N of Cruz Bay, U.S. Virgin Islands",2024-10-28 16:27:11,19.416,-64.6743
0.59,"9 km NW of The Geysers, CA",2024-10-28 16:23:28,38.8214988708496,-122.842834472656
1.4,"55 km S of Whites City, New Mexico",2024-10-28 16:16:29,31.679,-104.409
1.8,"54 km S of Whites City, New Mexico",2024-10-28 16:12:20,31.685,-104.406
1.7,"55 km S of Whites City, New Mexico",2024-10-28 16:10:15,31.673,-104.408
1.6,"49 km NNW of Valdez, Alaska",2024-10-28 16:07:34,61.557,-146.5776
2.3,"55 km S of Whites City, New Mexico",2024-10-28 16:05:06,31.674,-104.412
-0.28,"65 km WNW of Beluga, Alaska",2024-10-28 16:03:30,61.3046666666667,-152.248166666667
0.92,"6 km NW of The Geysers, CA",2024-10-28 15:52:32,38.8088340759277,-122.818496704102
0.31,"71 km NNE of Chignik, Alaska",2024-10-28 15:49:43,56.9125,-158.085833333333
1.82,"12 km NE of Pāhala, Hawaii",2024-10-28 15:42:45,19.2663326263428,-155.385665893555
0.89,"30 km ENE of Helena Valley Northeast, Montana",2024-10-28 15:40:16,46.8178333333333,-111.5975
1.11,"6 km NNW of The Geysers, CA",2024-10-28 15:36:48,38.8248329162598,-122.797668457031
4.8,south of the Fiji Islands,2024-10-28 15:33:55,-26.0045,179.9629
1.49,"3 km SSE of Highland Park, CA",2024-10-28 15:31:14,34.0898333,-118.1901667
0.35,"25 km SW of White Sulphur Springs, Montana",2024-10-28 15:24:59,46.3675,-111.111333333333
1.88,"23 km NNW of Borrego Springs, CA",2024-10-28 15:16:22,33.457,-116.448
1.46,"2 km ENE of Granite Falls, Washington",2024-10-28 15:05:29,48.0885,-121.94183333333334
0.37,"3 km E of Alta, Utah",2024-10-28 15:01:13,40.5915,-111.594166666667
1.18,"24 km NNW of Borrego Springs, CA",2024-10-28 14:59:13,33.4615,-116.4376667
2.63,"11 km N of Susanville, CA",2024-10-28 14:52:49,40.5149993896484,-120.648666381836
1.99,"3 km NW of Dixon Lane-Meadow Creek, CA",2024-10-28 14:51:38,37.4001666666667,-118.438166666667
3.9,"74 km NNW of Salinas, Ecuador",2024-10-28 14:50:41,-1.6041,-81.2391
-0.19,"Rat Islands, Aleutian Islands, Alaska",2024-10-28 14:49:49,51.9485,178.510833333333
0.39,"7 km NW of The Geysers, CA",2024-10-28 14:47:38,38.8181648254395,-122.818664550781
1.27,"8 km NNW of The Geysers, CA",2024-10-28 14:47:17,38.8308334350586,-122.809829711914
0.3,"Rat Islands, Aleutian Islands, Alaska",2024-10-28 14:25:32,51.9983333333333,178.549666666667
3.18,"2 km NW of Tallaboa, Puerto Rico",2024-10-28 14:23:40,18.0101666666667,-66.7363333333333
2.43,"16 km S of La Parguera, Puerto Rico",2024-10-28 14:19:46,17.8235,-67.0386666666667
1.3,"3 km NW of Denali Park, Alaska",2024-10-28 14:18:33,63.7546,-148.9522
2.06,"8 km S of Princeton, Canada",2024-10-28 14:14:12,49.384166666666665,-120.49533333333333
1.2,"72 km NNE of Chignik, Alaska",2024-10-28 14:10:47,56.9211,-158.0714
1.7,"64 km SSW of Whites City, New Mexico",2024-10-28 14:07:16,31.611,-104.521
4.5,"50 km SSW of Sola, Vanuatu",2024-10-28 13:49:40,-14.292,167.3495
1.7,"52 km ENE of Pedro Bay, Alaska",2024-10-28 13:43:14,59.9202,-153.2098
0.71,"7 km WNW of Cobb, CA",2024-10-28 13:42:29,38.8376655578613,-122.803665161133
1.3,"56 km S of Whites City, New Mexico",2024-10-28 13:36:34,31.67,-104.409
1.6,"70 km ENE of Chase, Alaska",2024-10-28 13:31:25,62.7504,-148.8906
-0.62,"68 km WNW of Beluga, Alaska",2024-10-28 13:15:51,61.3141666666667,-152.301166666667
4.1,"175 km ESE of Chignik, Alaska",2024-10-28 13:03:59,55.5166,-155.9639
3.74,"89 km N of Cruz Bay, U.S. Virgin Islands",2024-10-28 12:58:39,19.1273,-64.649
-0.44,"22 km W of Sitka, Alaska",2024-10-28 12:53:05,57.032,-135.6985
1.3,"28 km NNE of Paxson, Alaska",2024-10-28 12:46:58,63.3387,-145.492
0.4,"18 km S of Mossyrock, Washington",2024-10-28 12:35:53,46.3665,-122.50816666666667
1.4,"47 km NW of Toyah, Texas",2024-10-28 12:29:23,31.618,-104.139
1.77,"18 km SSW of Antimony, Utah",2024-10-28 12:27:56,37.9636666666667,-112.082333333333
1.28,"15 km SSE of Waynoka, Oklahoma",2024-10-28 12:20:17,36.454,-98.81083333
0.73,"3 km NW of The Geysers, CA",2024-10-28 12:17:07,38.7921676635742,-122.779335021973
-0.25,"93 km W of Adak, Alaska",2024-10-28 12:13:33,51.8468333333333,-177.984333333333
1.23,"28 km WSW of Winthrop, Washington",2024-10-28 12:13:16,48.343333333333334,-120.51266666666666
1.86,"5 km E of Butte, Montana",2024-10-28 12:02:13,46.0033333333333,-112.4675
1.4,"11 km W of Forsan, Texas",2024-10-28 11:55:49,32.127,-101.491
1.37,"1 km NW of Manchester, Washington",2024-10-28 11:53:51,47.56583333333333,-122.558
1.6,"25 km SE of Egegik, Alaska",2024-10-28 11:44:27,58.0449,-157.0889
-0.53,"67 km WNW of Beluga, Alaska",2024-10-28 11:36:22,61.3453333333333,-152.27
-0.64,"87 km NNW of Karluk, Alaska",2024-10-28 11:22:06,58.3003333333333,-154.991833333333
1.04,"2 km N of The Geysers, CA",2024-10-28 11:19:19,38.7936668395996,-122.759666442871
0.75,"Rat Islands, Aleutian Islands, Alaska",2024-10-28 11:13:04,51.946,178.468166666667
1.2,"12 km NE of Susitna North, Alaska",2024-10-28 11:09:09,62.2249,-149.6568
0.69,"10 km NW of The Geysers, CA",2024-10-28 11:07:53,38.8224983215332,-122.852836608887
0.36,"10 km NW of The Geysers, CA",2024-10-28 11:07:39,38.8223342895508,-122.853164672852
4.4,"109 km S of Lorengau, Papua New Guinea",2024-10-28 11:07:36,-3.01,147.4349
1.55,"5 km NW of Boron, CA",2024-10-28 11:06:08,35.0316667,-117.6818333
1.06,"7 km NE of Blackhawk, CA",2024-10-28 11:04:24,37.8735,-121.865833333333
1.9,"64 km S of Nanwalek, Alaska",2024-10-28 10:58:35,58.7854,-152.0974
0.94,"19 km W of Searles Valley, CA",2024-10-28 10:52:59,35.7923333,-117.6166667
1.5,"14 km SSE of Eureka Roadhouse, Alaska",2024-10-28 10:42:26,61.8162,-147.0536
-0.89,"64 km ENE of Pedro Bay, Alaska",2024-10-28 10:34:32,60.0483333333333,-153.083166666667
1.25,"7 km SSW of Hebgen Lake Estates, Montana",2024-10-28 10:33:48,44.708,-111.242
2.71,"14 km SSE of Waynoka, Oklahoma",2024-10-28 10:31:44,36.4645,-98.80383333
0.37,"10 km NW of The Geysers, CA",2024-10-28 10:30:03,38.8278350830078,-122.856163024902
1.59,"7 km NNE of Fontana, CA",2024-10-28 10:15:10,34.1585,-117.4395
1.3,"45 km NNW of Glacier View, Alaska",2024-10-28 10:10:41,62.165,-148.0592
0.87,"4 km W of Cobb, CA",2024-10-28 10:05:46,38.8213348388672,-122.764503479004
0.75,"33 km W of Dutch Harbor, Alaska",2024-10-28 10:03:32,53.8395,-167.0465
0.25,"29 km W of Dutch Harbor, Alaska",2024-10-28 10:01:50,53.9016666666667,-166.984166666667
-0.68,"64 km ENE of Pedro Bay, Alaska",2024-10-28 10:01:06,60.0516666666667,-153.077833333333
2.5,"24 km SW of Coyanosa, Texas",2024-10-28 09:50:26,31.115,-103.274
4.2,"58 km SSW of Labuha, Indonesia",2024-10-28 09:50:25,-1.1361,127.3513
0.84,"30 km W of Dutch Harbor, Alaska",2024-10-28 09:47:44,53.843,-166.9945
0.83,"29 km W of Dutch Harbor, Alaska",2024-10-28 09:46:32,53.883,-166.987333333333
0.15,"29 km W of Dutch Harbor, Alaska",2024-10-28 09:46:19,53.8845,-166.984666666667
2.95,"45 km NE of San Clemente Is. (SE tip), CA",2024-10-28 09:43:45,33.0573333,-117.9541667
-0.75,"86 km NNW of Karluk, Alaska",2024-10-28 09:35:52,58.2578333333333,-155.113166666667
2.0,"51 km W of Mentone, Texas",2024-10-28 09:28:35,31.7,-104.138
1.7,"31 km WNW of Beluga, Alaska",2024-10-28 09:26:19,61.2778,-151.6036
0.1,"28 km W of Dutch Harbor, Alaska",2024-10-28 09:18:24,53.8518333333333,-166.965166666667
0.46,"31 km W of Dutch Harbor, Alaska",2024-10-28 09:18:04,53.8851666666667,-167.014166666667
2.62,"14 km SSE of Waynoka, Oklahoma",2024-10-28 09:14:52,36.46866667,-98.80366667
2.0,"21 km NNE of Sterling, Alaska",2024-10-28 09:12:33,60.7111,-150.5934
2.2,"55 km S of Whites City, New Mexico",2024-10-28 09:04:03,31.674,-104.342
1.1,"13 km E of Borrego Springs, CA",2024-10-28 09:01:03,33.2403333,-116.2358333
4.2,"99 km NNW of Finschhafen, Papua New Guinea",2024-10-28 08:44:08,-5.7036,147.5628
-0.74,"68 km WNW of Beluga, Alaska",2024-10-28 08:38:49,61.3105,-152.3085
-0.54,"68 km WNW of Beluga, Alaska",2024-10-28 08:34:48,61.3131666666667,-152.297333333333
1.3,"73 km ESE of Denali Park, Alaska",2024-10-28 08:32:31,63.5315,-147.5122
0.28,"85 km NNW of Karluk, Alaska",2024-10-28 08:32:20,58.251,-155.134833333333
0.78,"3 km NW of The Geysers, CA",2024-10-28 08:31:12,38.7953338623047,-122.780166625977
1.4,"40 km NW of Tatitlek, Alaska",2024-10-28 08:29:23,61.134,-147.1759
2.81,"2 km WNW of Tallaboa, Puerto Rico",2024-10-28 08:25:38,18.0043333333333,-66.7368333333333
1.2,"29 km N of Sutton-Alpine, Alaska",2024-10-28 08:25:22,62.0415,-148.7705
1.38,"31 km N of Pāhala, Hawaii",2024-10-28 08:13:26,19.4795,-155.5285
1.52,"12 km SW of Salton City, CA",2024-10-28 08:02:51,33.2276667,-116.0496667
0.39,"83 km NNW of Karluk, Alaska",2024-10-28 07:59:57,58.2658333333333,-154.984
1.22,"19 km E of Clyde Park, Montana",2024-10-28 07:54:26,45.9158333333333,-110.357166666667
2.2,"5 km SSW of Indios, Puerto Rico",2024-10-28 07:43:44,17.9431666666667,-66.831
1.68,"21 km WNW of Sunnyside-Tahoe City, CA",2024-10-28 07:41:03,39.2056666666667,-120.394
4.7,"164 km W of Lata, Solomon Islands",2024-10-28 07:35:01,-10.9851,164.3113
2.4,"66 km ENE of Ouzinkie, Alaska",2024-10-28 07:32:10,58.1867,-151.4987
1.6,"28 km WNW of Denali National Park, Alaska",2024-10-28 07:28:45,63.6197,-152.2759
0.6,"68 km WNW of Beluga, Alaska",2024-10-28 07:26:41,61.3188333333333,-152.297333333333
0.95,"16 km SW of Thatcher, Utah",2024-10-28 07:24:32,41.5711666666667,-112.4055
1.1,"4 km SSW of Salcha, Alaska",2024-10-28 07:19:24,64.4832,-146.9355
-0.77,"84 km NNW of Karluk, Alaska",2024-10-28 07:10:41,58.2291666666667,-155.1675
-0.47,"67 km WNW of Beluga, Alaska",2024-10-28 07:02:31,61.3156666666667,-152.289166666667
-0.21,"83 km NNW of Karluk, Alaska",2024-10-28 06:53:25,58.2748333333333,-154.923666666667
1.4,"59 km N of Petersville, Alaska",2024-10-28 06:36:18,63.028,-150.6115
-0.22,"99 km N of Karluk, Alaska",2024-10-28 06:11:37,58.4645,-154.5025
4.6,"35 km NNE of Ziro, India",2024-10-28 06:08:40,27.8734,94.0243
0.34,"4 km N of Government Camp, Oregon",2024-10-28 06:07:23,45.34133333333333,-121.7525
4.8,"65 km WNW of Gunungsitoli, Indonesia",2024-10-28 06:07:11,1.5687,97.0928
1.2,"16 km SSE of Tyonek, Alaska",2024-10-28 06:05:53,60.9358,-151.0209
2.49,"5 km W of Fuig, Puerto Rico",2024-10-28 06:03:31,17.983,-66.9638333333333
-0.08,"64 km ENE of Pedro Bay, Alaska",2024-10-28 06:00:14,60.0405,-153.063333333333
2.5,"35 km NNW of Toyah, Texas",2024-10-28 06:00:11,31.603,-103.958
1.09,"9 km WNW of Cobb, CA",2024-10-28 05:59:39,38.8375015258789,-122.82250213623
1.53,"10 km NW of The Geysers, CA",2024-10-28 05:59:17,38.826831817627,-122.857330322266
1.6,"15 km ESE of Fox River, Alaska",2024-10-28 05:51:07,59.8069,-150.7085
2.3,"40 km S of Perryville, Alaska",2024-10-28 05:34:01,55.5538,-159.0732
1.7,"32 km NNE of Skwentna, Alaska",2024-10-28 05:29:53,62.2632,-151.1984
2.38,"16 km SSE of Guánica, Puerto Rico",2024-10-28 05:29:24,17.827,-66.8741666666667
1.56,"8 km SSE of McKenna, Washington",2024-10-28 05:29:22,46.86783333333333,-122.50033333333333
3.28,"102 km N of Charlotte Amalie, U.S. Virgin Islands",2024-10-28 05:25:02,19.2521666666667,-65.119
1.4,"7 km WNW of Aguanga, CA",2024-10-28 05:23:57,33.4645,-116.9383333
0.55,"Rat Islands, Aleutian Islands, Alaska",2024-10-28 05:23:44,51.9503333333333,178.507666666667
1.32,"33 km ENE of Condon, Montana",2024-10-28 05:19:18,47.6461666666667,-113.294666666667
1.4,"40 km WNW of Cohoe, Alaska",2024-10-28 05:17:32,60.446,-152.0212
1.3,"7 km NW of Meadow Lakes, Alaska",2024-10-28 05:17:10,61.6754,-149.6838
0.98,"Rat Islands, Aleutian Islands, Alaska",2024-10-28 05:10:06,51.9748333333333,178.527
-0.49,"60 km SE of Pedro Bay, Alaska",2024-10-28 05:05:31,59.3616666666667,-153.4315
-0.13,"67 km WNW of Tyonek, Alaska",2024-10-28 05:02:48,61.293,-152.2975
2.0,"62 km W of Tyonek, Alaska",2024-10-28 04:56:33,61.0168,-152.2854
2.0,"37 km NNW of Valdez, Alaska",2024-10-28 04:50:49,61.4491,-146.5618
2.4,"59 km SE of Denali National Park, Alaska",2024-10-28 04:50:32,63.2115,-150.7786
1.12,"14 km NNW of Coalinga, CA",2024-10-28 04:45:52,36.2563333333333,-120.431833333333
1.36,"Rat Islands, Aleutian Islands, Alaska",2024-10-28 04:27:06,51.9698333333333,178.49
-0.32,"68 km ENE of Pedro Bay, Alaska",2024-10-28 04:20:52,60.0975,-153.056333333333
2.2,"35 km NNW of Toyah, Texas",2024-10-28 04:05:57,31.604,-103.959
1.3,"25 km SW of Ocotillo Wells, CA",2024-10-28 03:53:03,32.9776667,-116.3201667
0.9,"72 km W of Tyonek, Alaska",2024-10-28 03:51:51,60.9981,-152.4612
-0.19,"20 km SW of Hebgen Lake Estates, Montana",2024-10-28 03:47:18,44.664,-111.409166666667
1.02,"1 km ENE of Loma Linda, CA",2024-10-28 03:46:16,34.0496667,-117.2533333
0.71,"18 km NE of Seeley Lake, Montana",2024-10-28 03:45:45,47.294,-113.311
0.6,"Rat Islands, Aleutian Islands, Alaska",2024-10-28 03:39:58,51.9748333333333,178.463166666667
1.1,"14 km NNE of Alta, Wyoming",2024-10-28 03:35:25,43.8751666666667,-110.966333333333
3.7,"32 km SSW of Sand Point, Alaska",2024-10-28 03:24:25,55.0564,-160.6445
-0.5,"63 km WNW of Tyonek, Alaska",2024-10-28 03:18:28,61.2741666666667,-152.243333333333
1.55,"7 km SE of Valle Vista, CA",2024-10-28 03:18:02,33.7088333,-116.8361667
0.52,"6 km S of Idyllwild, CA",2024-10-28 03:14:47,33.6838333,-116.7071667
1.5,"64 km W of Tyonek, Alaska",2024-10-28 03:09:03,61.0396,-152.3366
0.89,"3 km E of The Geysers, CA",2024-10-28 03:06:58,38.7848320007324,-122.724166870117
1.9,"56 km S of Whites City, New Mexico",2024-10-28 03:06:11,31.667,-104.34
1.79,"27 km NE of Redway, CA",2024-10-28 02:58:20,40.3388333333333,-123.675
2.6,"49 km NNW of Skwentna, Alaska",2024-10-28 02:57:00,62.4002,-151.7513
1.27,"Rat Islands, Aleutian Islands, Alaska",2024-10-28 02:52:11,51.9618333333333,178.4605
0.43,"Rat Islands, Aleutian Islands, Alaska",2024-10-28 02:41:27,51.976,178.468666666667
1.5,"17 km SSW of Susitna, Alaska",2024-10-28 02:38:14,61.408,-150.6908
3.91,"63 km SE of Punta Cana, Dominican Republic",2024-10-28 02:27:34,18.187,-67.9743
1.97,"41 km NE of San Clemente Is. (SE tip), CA",2024-10-28 02:26:54,33.0285,-117.9855
2.4,"6 km NW of Point MacKenzie, Alaska",2024-10-28 02:25:40,61.3925,-150.0746
1.7,"25 km WSW of Tyonek, Alaska",2024-10-28 02:23:09,60.9621,-151.5645
2.6,"10 km SSE of Indios, Puerto Rico",2024-10-28 02:05:51,17.9121666666667,-66.7748333333333
1.6,"59 km S of Whites City, New Mexico",2024-10-28 02:02:26,31.636,-104.388
3.39,"103 km N of Cruz Bay, U.S. Virgin Islands",2024-10-28 01:49:59,19.2696666666667,-64.7695
2.1400001,"2 km SSW of Pāhala, Hawaii",2024-10-28 01:47:37,19.1841659545898,-155.490005493164
1.79,"10 km SSW of Leilani Estates, Hawaii",2024-10-28 01:46:26,19.3934993743896,-154.970993041992
1.1,"2 km NNE of Kenny Lake, Alaska",2024-10-28 01:40:25,61.7433,-144.9255
1.81,"5 km NNW of The Geysers, CA",2024-10-28 01:37:10,38.8106651306152,-122.797332763672
1.6,"32 km S of Cantwell, Alaska",2024-10-28 01:35:35,63.1037,-148.9588
2.05,"5 km NNW of The Geysers, CA",2024-10-28 01:34:24,38.8121681213379,-122.793502807617
4.7,"90 km E of Kavieng, Papua New Guinea",2024-10-28 01:33:36,-2.7165,151.5955
-0.89,"65 km ENE of Pedro Bay, Alaska",2024-10-28 01:24:19,60.0558333333333,-153.072
-0.42,"63 km WNW of Beluga, Alaska",2024-10-28 01:20:55,61.3041666666667,-152.219833333333
1.1,"6 km WNW of Cobb, CA",2024-10-28 01:13:02,38.8269996643066,-122.792663574219
1.6,"8 km NW of Seldovia Village, Alaska",2024-10-28 01:11:56,59.5294,-151.7517
1.47,"15 km NNE of Alta, Wyoming",2024-10-28 01:11:43,43.8811666666667,-110.966666666667
1.4,"42 km SSW of Caliente, Nevada",2024-10-28 01:10:37,37.257,-114.6933
2.03,"12 km SW of Lompoc, CA",2024-10-28 01:09:01,34.558,-120.5396667
-0.3,"90 km N of Karluk, Alaska",2024-10-28 00:58:08,58.3636666666667,-154.745333333333
4.5,"28 km ENE of Xinyuan, China",2024-10-28 00:53:31,43.4924,83.59
3.64,"8 km SW of Lompoc, CA",2024-10-28 00:49:24,34.5815,-120.519
4.0,"43 km SSW of Ollagüe, Chile",2024-10-28 00:45:50,-21.5584,-68.4804
2.37,"10 km SW of Lompoc, CA",2024-10-28 00:45:18,34.5753333,-120.5303333
1.7,"47 km ESE of Beatty, Nevada",2024-10-28 00:40:16,36.7285,-116.2791
1.64,"10 km SSE of Redway, CA",2024-10-28 00:32:51,40.0355,-123.777333333333
1.0,"6 km WNW of Cobb, CA",2024-10-28 00:30:42,38.8359985351562,-122.791168212891
1.1,"14 km ENE of Ridgecrest, CA",2024-10-28 00:29:13,35.6755,-117.535
